IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.116.203.29,443,443,true,FRA,Europe,Frankfurt,310,3.86
34.90.124.144,443,443,true,FRA,Europe,Frankfurt,262,3.86
34.65.91.34,443,443,true,FRA,Europe,Frankfurt,259,3.84
34.65.95.192,443,443,true,FRA,Europe,Frankfurt,251,3.83
34.65.150.201,443,443,true,FRA,Europe,Frankfurt,257,3.81
34.118.2.147,443,443,true,FRA,Europe,Frankfurt,326,3.81
34.118.108.112,443,443,true,FRA,Europe,Frankfurt,270,3.79
34.116.203.33,443,443,true,FRA,Europe,Frankfurt,320,3.78
34.154.166.85,443,443,true,FRA,Europe,Frankfurt,267,3.75
34.116.191.144,443,443,true,FRA,Europe,Frankfurt,348,3.67
34.116.177.76,443,443,true,FRA,Europe,Frankfurt,355,3.67
34.65.153.178,443,443,true,FRA,Europe,Frankfurt,252,3.65
34.116.195.106,443,443,true,FRA,Europe,Frankfurt,337,3.65
34.65.175.149,443,443,true,FRA,Europe,Frankfurt,266,3.63
34.116.223.193,443,443,true,FRA,Europe,Frankfurt,334,3.58
34.118.20.188,443,443,true,FRA,Europe,Frankfurt,332,3.56
34.116.158.237,443,443,true,FRA,Europe,Frankfurt,339,3.54
34.65.59.29,443,443,true,FRA,Europe,Frankfurt,257,3.54
34.65.170.192,443,443,true,FRA,Europe,Frankfurt,258,3.51
34.89.189.246,443,443,true,FRA,Europe,Frankfurt,278,3.47
34.65.212.138,443,443,true,FRA,Europe,Frankfurt,251,3.41
34.116.167.198,443,443,true,FRA,Europe,Frankfurt,345,3.39
34.65.89.88,443,443,true,FRA,Europe,Frankfurt,292,3.34
34.118.3.150,443,443,true,FRA,Europe,Frankfurt,329,3.33
34.65.114.161,443,443,true,FRA,Europe,Frankfurt,253,3.28
34.116.193.122,443,443,true,FRA,Europe,Frankfurt,312,3.27
34.118.17.152,443,443,true,FRA,Europe,Frankfurt,346,3.22
34.65.161.35,443,443,true,FRA,Europe,Frankfurt,250,3.15
34.154.175.141,443,443,true,FRA,Europe,Frankfurt,283,3.02
34.65.171.24,443,443,true,FRA,Europe,Frankfurt,253,2.99
34.65.6.206,443,443,true,FRA,Europe,Frankfurt,251,2.99
34.154.85.1,443,443,true,FRA,Europe,Frankfurt,271,2.99
34.65.123.126,443,443,true,FRA,Europe,Frankfurt,252,2.99
34.65.171.24,443,443,true,AMS,Europe,Amsterdam,254,2.95
34.65.78.31,443,443,true,FRA,Europe,Frankfurt,251,2.91
34.91.54.160,443,443,true,FRA,Europe,Frankfurt,303,2.90
34.65.97.157,443,443,true,FRA,Europe,Frankfurt,253,2.90
34.65.175.149,443,443,true,FRA,Europe,Frankfurt,259,2.89
34.154.17.196,443,443,true,FRA,Europe,Frankfurt,262,2.89
34.65.170.192,443,443,true,FRA,Europe,Frankfurt,252,2.88
34.91.27.31,443,443,true,FRA,Europe,Frankfurt,282,2.86
34.65.156.196,443,443,true,FRA,Europe,Frankfurt,267,2.85
34.65.5.127,443,443,true,FRA,Europe,Frankfurt,252,2.85
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,276,2.84
34.65.156.196,443,443,true,FRA,Europe,Frankfurt,266,2.82
34.65.2.140,443,443,true,FRA,Europe,Frankfurt,252,2.80
34.65.7.73,443,443,true,FRA,Europe,Frankfurt,257,2.78
34.116.186.249,443,443,true,FRA,Europe,Frankfurt,356,2.74
34.65.170.148,443,443,true,FRA,Europe,Frankfurt,250,2.73
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,257,2.73
34.65.241.102,443,443,true,FRA,Europe,Frankfurt,279,2.71
34.65.92.153,443,443,true,FRA,Europe,Frankfurt,253,2.70
34.65.174.22,443,443,true,FRA,Europe,Frankfurt,252,2.69
34.65.176.142,443,443,true,FRA,Europe,Frankfurt,252,2.67
34.118.69.139,443,443,true,FRA,Europe,Frankfurt,312,2.65
34.65.6.206,443,443,true,FRA,Europe,Frankfurt,252,2.63
34.175.133.251,2095,80,false,MAD,Europe,Madrid,183,2.60
34.154.196.80,443,443,true,FRA,Europe,Frankfurt,261,2.59
34.65.212.138,443,443,true,FRA,Europe,Frankfurt,255,2.58
34.175.133.251,2052,80,false,MAD,Europe,Madrid,183,2.56
34.159.4.145,443,443,true,FRA,Europe,Frankfurt,293,2.55
34.175.133.251,2082,80,false,MAD,Europe,Madrid,184,2.54
34.65.252.157,443,443,true,FRA,Europe,Frankfurt,257,2.54
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,41,2.53
34.175.133.251,2096,80,false,MAD,Europe,Madrid,187,2.53
34.175.133.251,2053,80,false,MAD,Europe,Madrid,186,2.53
34.90.122.86,443,443,true,FRA,Europe,Frankfurt,256,2.52
34.65.167.153,443,443,true,FRA,Europe,Frankfurt,251,2.51
34.65.171.227,443,443,true,FRA,Europe,Frankfurt,250,2.47
34.65.175.223,443,443,true,FRA,Europe,Frankfurt,295,2.44
34.90.122.86,443,443,true,FRA,Europe,Frankfurt,287,2.43
34.65.247.155,443,443,true,FRA,Europe,Frankfurt,257,2.42
34.65.177.174,443,443,true,FRA,Europe,Frankfurt,254,2.41
34.91.185.41,443,443,true,FRA,Europe,Frankfurt,273,2.40
34.141.165.123,443,443,true,FRA,Europe,Frankfurt,279,2.36
34.65.89.88,443,443,true,FRA,Europe,Frankfurt,254,2.35
34.175.133.251,2087,80,false,MAD,Europe,Madrid,182,2.34
34.175.133.251,2086,80,false,MAD,Europe,Madrid,182,2.33
34.175.133.251,2083,80,false,MAD,Europe,Madrid,186,2.33
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,314,2.32
34.118.1.108,443,443,true,FRA,Europe,Frankfurt,341,2.30
35.187.41.171,2087,80,false,CDG,Europe,Paris,183,2.23
34.154.74.14,443,443,true,FRA,Europe,Frankfurt,275,2.23
34.89.145.14,443,443,true,FRA,Europe,Frankfurt,276,2.22
34.65.104.227,443,443,true,FRA,Europe,Frankfurt,253,2.22
34.154.129.233,443,443,true,FRA,Europe,Frankfurt,282,2.22
34.175.99.73,2095,80,false,MAD,Europe,Madrid,184,2.21
34.175.95.58,2053,80,false,MAD,Europe,Madrid,184,2.21
34.175.99.73,2096,80,false,MAD,Europe,Madrid,183,2.20
34.175.95.58,2086,80,false,MAD,Europe,Madrid,185,2.20
34.175.99.73,2086,80,false,MAD,Europe,Madrid,184,2.20
34.175.7.231,2082,80,false,MAD,Europe,Madrid,184,2.20
34.175.95.58,2087,80,false,MAD,Europe,Madrid,183,2.20
34.65.139.23,443,443,true,FRA,Europe,Frankfurt,289,2.20
34.175.95.58,2095,80,false,MAD,Europe,Madrid,183,2.19
34.175.95.58,2052,80,false,MAD,Europe,Madrid,184,2.18
34.175.99.73,2082,80,false,MAD,Europe,Madrid,182,2.16
34.175.7.231,2052,80,false,MAD,Europe,Madrid,184,2.15
34.175.7.231,2087,80,false,MAD,Europe,Madrid,183,2.14
34.154.252.49,443,443,true,FRA,Europe,Frankfurt,281,2.13
34.175.95.58,2082,80,false,MAD,Europe,Madrid,184,2.12
34.65.236.226,443,443,true,FRA,Europe,Frankfurt,253,2.09
34.34.2.31,443,443,true,FRA,Europe,Frankfurt,289,2.07
34.175.99.73,2052,80,false,MAD,Europe,Madrid,184,2.07
34.175.7.231,2053,80,false,MAD,Europe,Madrid,184,2.07
34.175.95.58,2096,80,false,MAD,Europe,Madrid,184,2.03
34.65.10.225,443,443,true,FRA,Europe,Frankfurt,286,2.00
34.65.91.34,443,443,true,FRA,Europe,Frankfurt,258,1.96
34.65.99.15,443,443,true,FRA,Europe,Frankfurt,251,1.96
34.175.143.15,2095,80,false,MAD,Europe,Madrid,184,1.93
34.154.12.126,443,443,true,FRA,Europe,Frankfurt,280,1.92
34.65.247.155,443,443,true,FRA,Europe,Frankfurt,257,1.89
34.65.59.29,443,443,true,FRA,Europe,Frankfurt,250,1.83
34.116.181.93,443,443,true,FRA,Europe,Frankfurt,307,1.78
34.65.214.126,443,443,true,FRA,Europe,Frankfurt,280,1.72
34.65.7.222,443,443,true,FRA,Europe,Frankfurt,281,1.71
34.65.7.222,443,443,true,FRA,Europe,Frankfurt,286,1.63
34.65.156.196,443,443,true,FRA,Europe,Frankfurt,267,1.60
34.154.222.111,443,443,true,FRA,Europe,Frankfurt,276,1.59
34.65.191.192,443,443,true,FRA,Europe,Frankfurt,282,1.59
35.187.41.171,2083,80,false,CDG,Europe,Paris,182,1.56
34.65.117.28,443,443,true,FRA,Europe,Frankfurt,272,1.54
34.154.173.201,443,443,true,FRA,Europe,Frankfurt,274,1.52
35.246.229.228,443,443,true,FRA,Europe,Frankfurt,280,1.50
34.91.178.56,443,443,true,FRA,Europe,Frankfurt,280,1.50
34.154.244.34,443,443,true,FRA,Europe,Frankfurt,292,1.49
34.65.10.225,443,443,true,FRA,Europe,Frankfurt,268,1.45
34.107.102.79,443,443,true,FRA,Europe,Frankfurt,317,1.44
34.118.73.81,443,443,true,FRA,Europe,Frankfurt,303,1.43
34.118.91.209,443,443,true,FRA,Europe,Frankfurt,294,1.42
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,266,1.40
34.118.109.36,443,443,true,FRA,Europe,Frankfurt,282,1.38
34.91.178.56,443,443,true,FRA,Europe,Frankfurt,291,1.36
34.65.137.118,443,443,true,FRA,Europe,Frankfurt,294,1.36
35.246.224.168,443,443,true,FRA,Europe,Frankfurt,291,1.35
34.154.69.73,443,443,true,FRA,Europe,Frankfurt,279,1.33
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,266,1.33
34.89.189.246,443,443,true,FRA,Europe,Frankfurt,269,1.32
34.154.158.199,443,443,true,FRA,Europe,Frankfurt,252,1.32
34.154.185.228,443,443,true,FRA,Europe,Frankfurt,279,1.32
34.65.191.192,443,443,true,FRA,Europe,Frankfurt,280,1.30
34.154.214.184,443,443,true,FRA,Europe,Frankfurt,274,1.29
34.90.148.40,443,443,true,FRA,Europe,Frankfurt,285,1.28
34.65.76.138,443,443,true,FRA,Europe,Frankfurt,261,1.27
34.107.106.178,443,443,true,FRA,Europe,Frankfurt,316,1.26
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,257,1.25
34.154.7.97,443,443,true,FRA,Europe,Frankfurt,291,1.19
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,289,1.16
34.154.36.163,443,443,true,FRA,Europe,Frankfurt,250,1.15
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,282,1.15
34.65.97.27,443,443,true,FRA,Europe,Frankfurt,281,1.09
34.118.65.140,443,443,true,FRA,Europe,Frankfurt,318,1.08
34.118.82.161,443,443,true,FRA,Europe,Frankfurt,294,1.07
34.65.191.192,443,443,true,FRA,Europe,Frankfurt,266,1.07
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,278,1.02
34.65.200.26,443,443,true,FRA,Europe,Frankfurt,286,0.92
34.118.104.248,443,443,true,FRA,Europe,Frankfurt,294,0.90
34.116.142.119,443,443,true,FRA,Europe,Frankfurt,340,0.89
34.107.1.24,443,443,true,FRA,Europe,Frankfurt,282,0.89
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,281,0.89
34.89.186.147,443,443,true,FRA,Europe,Frankfurt,265,0.88
34.89.145.14,443,443,true,FRA,Europe,Frankfurt,264,0.86
34.89.145.14,443,443,true,FRA,Europe,Frankfurt,273,0.86
34.107.1.24,443,443,true,FRA,Europe,Frankfurt,293,0.86
34.118.7.218,443,443,true,FRA,Europe,Frankfurt,356,0.85
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,273,0.84
34.91.151.106,443,443,true,FRA,Europe,Frankfurt,271,0.80
35.198.181.50,443,443,true,FRA,Europe,Frankfurt,284,0.80
34.118.91.61,443,443,true,FRA,Europe,Frankfurt,301,0.78
34.89.244.36,443,443,true,FRA,Europe,Frankfurt,276,0.77
34.65.200.26,443,443,true,FRA,Europe,Frankfurt,285,0.77
34.65.106.250,443,443,true,FRA,Europe,Frankfurt,272,0.76
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,289,0.74
34.118.10.184,443,443,true,FRA,Europe,Frankfurt,360,0.73
34.116.188.237,443,443,true,FRA,Europe,Frankfurt,285,0.73
34.91.133.41,443,443,true,FRA,Europe,Frankfurt,289,0.72
34.91.178.56,443,443,true,FRA,Europe,Frankfurt,274,0.71
34.32.214.127,443,443,true,FRA,Europe,Frankfurt,282,0.69
34.65.203.90,443,443,true,FRA,Europe,Frankfurt,312,0.69
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,280,0.67
34.32.152.102,443,443,true,FRA,Europe,Frankfurt,285,0.67
34.85.181.206,443,443,true,IAD,North America,Ashburn,227,0.64
34.154.110.88,443,443,true,FRA,Europe,Frankfurt,280,0.60
34.116.205.141,443,443,true,FRA,Europe,Frankfurt,294,0.60
34.65.136.216,443,443,true,FRA,Europe,Frankfurt,266,0.58
34.118.80.178,443,443,true,FRA,Europe,Frankfurt,281,0.57
34.118.117.7,443,443,true,FRA,Europe,Frankfurt,296,0.55
34.65.136.216,443,443,true,FRA,Europe,Frankfurt,260,0.52
34.65.203.90,443,443,true,FRA,Europe,Frankfurt,268,0.52
34.89.250.229,443,443,true,FRA,Europe,Frankfurt,286,0.51
34.34.34.56,443,443,true,FRA,Europe,Frankfurt,272,0.49
34.159.25.164,443,443,true,FRA,Europe,Frankfurt,308,0.49
34.147.60.239,443,443,true,FRA,Europe,Frankfurt,273,0.48
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,288,0.47
34.65.117.28,443,443,true,FRA,Europe,Frankfurt,287,0.47
34.34.34.56,443,443,true,FRA,Europe,Frankfurt,284,0.47
34.65.204.130,443,443,true,FRA,Europe,Frankfurt,254,0.46
34.90.42.240,443,443,true,FRA,Europe,Frankfurt,282,0.46
34.116.178.230,443,443,true,FRA,Europe,Frankfurt,357,0.46
34.154.153.67,443,443,true,FRA,Europe,Frankfurt,274,0.44
34.91.151.106,443,443,true,FRA,Europe,Frankfurt,274,0.44
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,270,0.43
34.65.204.130,443,443,true,FRA,Europe,Frankfurt,279,0.42
34.118.111.23,443,443,true,FRA,Europe,Frankfurt,296,0.41
34.65.156.232,443,443,true,FRA,Europe,Frankfurt,267,0.41
34.32.153.143,443,443,true,FRA,Europe,Frankfurt,272,0.40
34.107.65.94,443,443,true,FRA,Europe,Frankfurt,318,0.40
34.65.137.118,443,443,true,FRA,Europe,Frankfurt,268,0.40
34.90.42.240,443,443,true,FRA,Europe,Frankfurt,290,0.40
34.89.184.32,443,443,true,FRA,Europe,Frankfurt,279,0.39
34.91.57.107,443,443,true,FRA,Europe,Frankfurt,283,0.39
34.32.153.143,443,443,true,FRA,Europe,Frankfurt,268,0.39
34.65.112.113,443,443,true,FRA,Europe,Frankfurt,281,0.38
34.32.252.77,443,443,true,FRA,Europe,Frankfurt,281,0.38
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,264,0.37
34.65.137.118,443,443,true,FRA,Europe,Frankfurt,288,0.37
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,285,0.36
34.159.102.95,443,443,true,FRA,Europe,Frankfurt,308,0.36
34.91.133.41,443,443,true,FRA,Europe,Frankfurt,288,0.36
34.150.204.249,443,443,true,IAD,North America,Ashburn,258,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,319,0.36
34.85.181.206,443,443,true,IAD,North America,Ashburn,312,0.36
34.65.140.94,443,443,true,FRA,Europe,Frankfurt,285,0.36
34.89.250.229,443,443,true,FRA,Europe,Frankfurt,285,0.34
34.65.112.113,443,443,true,FRA,Europe,Frankfurt,284,0.34
34.65.204.130,443,443,true,FRA,Europe,Frankfurt,266,0.34
34.65.196.170,443,443,true,FRA,Europe,Frankfurt,265,0.33
34.65.140.94,443,443,true,FRA,Europe,Frankfurt,275,0.33
34.65.129.192,443,443,true,FRA,Europe,Frankfurt,266,0.32
34.118.57.100,443,443,true,FRA,Europe,Frankfurt,350,0.32
34.89.244.36,443,443,true,FRA,Europe,Frankfurt,266,0.32
34.65.254.136,443,443,true,FRA,Europe,Frankfurt,310,0.30
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,276,0.29
34.91.57.107,443,443,true,FRA,Europe,Frankfurt,284,0.27
34.91.27.31,443,443,true,FRA,Europe,Frankfurt,285,0.27
34.65.241.102,443,443,true,FRA,Europe,Frankfurt,278,0.27
34.91.178.56,443,443,true,FRA,Europe,Frankfurt,294,0.26
35.204.7.38,443,443,true,FRA,Europe,Frankfurt,268,0.26
34.91.133.41,443,443,true,FRA,Europe,Frankfurt,284,0.26
34.116.224.197,443,443,true,FRA,Europe,Frankfurt,343,0.25
34.32.252.77,443,443,true,FRA,Europe,Frankfurt,282,0.25
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,302,0.24
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,318,0.24
34.89.184.32,443,443,true,FRA,Europe,Frankfurt,285,0.24
34.89.250.229,443,443,true,FRA,Europe,Frankfurt,281,0.23
