IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.160.19.149,2096,80,false,MXP,Europe,Milan,272,1.92
15.160.19.149,2053,80,false,MXP,Europe,Milan,264,1.91
15.160.19.149,2082,80,false,MXP,Europe,Milan,267,1.91
15.160.15.255,2052,80,false,MXP,Europe,Milan,271,1.91
15.160.15.255,2087,80,false,MXP,Europe,Milan,269,1.90
15.160.19.149,2083,80,false,MXP,Europe,Milan,265,1.90
15.160.14.66,2086,80,false,MXP,Europe,Milan,270,1.90
15.160.15.101,2095,80,false,MXP,Europe,Milan,266,1.89
13.36.253.240,2082,80,false,CDG,Europe,Paris,248,1.89
15.160.80.28,2086,80,false,MXP,Europe,Milan,265,1.89
15.160.15.101,2086,80,false,MXP,Europe,Milan,263,1.89
15.160.15.101,2053,80,false,MXP,Europe,Milan,265,1.89
15.160.80.28,2082,80,false,MXP,Europe,Milan,269,1.89
15.160.15.255,2083,80,false,MXP,Europe,Milan,266,1.89
15.160.14.66,2095,80,false,MXP,Europe,Milan,265,1.89
13.49.6.192,2087,80,false,ARN,Europe,Stockholm,273,1.88
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,279,1.88
13.36.253.240,2052,80,false,CDG,Europe,Paris,247,1.88
13.53.126.251,2053,443,true,ARN,Europe,Stockholm,278,1.88
13.36.24.111,2095,80,false,CDG,Europe,Paris,247,1.88
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,278,1.87
13.49.6.192,2053,80,false,ARN,Europe,Stockholm,278,1.87
13.49.6.192,2086,80,false,ARN,Europe,Stockholm,272,1.86
13.49.6.192,2095,80,false,ARN,Europe,Stockholm,274,1.86
13.36.253.240,2083,80,false,CDG,Europe,Paris,249,1.86
13.49.119.167,2086,80,false,ARN,Europe,Stockholm,273,1.85
13.48.140.41,2086,80,false,ARN,Europe,Stockholm,278,1.85
13.53.47.110,2096,80,false,ARN,Europe,Stockholm,272,1.85
13.48.36.215,2096,80,false,ARN,Europe,Stockholm,274,1.85
13.49.119.167,2087,80,false,ARN,Europe,Stockholm,273,1.85
13.49.119.167,2082,80,false,ARN,Europe,Stockholm,272,1.84
13.36.253.240,2053,80,false,CDG,Europe,Paris,248,1.84
13.49.119.167,2083,80,false,ARN,Europe,Stockholm,272,1.84
13.36.24.111,2082,80,false,CDG,Europe,Paris,253,1.83
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,274,1.83
13.49.119.167,2096,80,false,ARN,Europe,Stockholm,278,1.82
13.49.119.167,2095,80,false,ARN,Europe,Stockholm,273,1.82
13.53.47.110,2095,80,false,ARN,Europe,Stockholm,273,1.82
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,273,1.82
15.160.15.255,2086,80,false,MXP,Europe,Milan,264,1.76
13.37.165.175,2053,80,false,CDG,Europe,Paris,248,1.74
13.51.138.200,2083,80,false,ARN,Europe,Stockholm,274,1.73
13.53.47.110,2082,80,false,ARN,Europe,Stockholm,273,1.73
13.48.140.41,2052,80,false,ARN,Europe,Stockholm,278,1.70
13.48.140.41,2082,80,false,ARN,Europe,Stockholm,274,1.70
13.49.119.167,2052,80,false,ARN,Europe,Stockholm,279,1.69
13.49.6.192,2082,80,false,ARN,Europe,Stockholm,279,1.69
13.48.36.215,2082,80,false,ARN,Europe,Stockholm,279,1.68
13.36.24.111,2096,80,false,CDG,Europe,Paris,248,1.68
13.48.36.215,2086,80,false,ARN,Europe,Stockholm,274,1.67
13.48.36.215,2095,80,false,ARN,Europe,Stockholm,274,1.67
13.48.140.41,2096,80,false,ARN,Europe,Stockholm,274,1.66
13.49.6.192,2096,80,false,ARN,Europe,Stockholm,279,1.66
15.160.14.66,2096,80,false,MXP,Europe,Milan,271,1.60
79.125.15.17,2053,80,false,DUB,Europe,Dublin,258,1.60
13.51.138.200,2082,80,false,ARN,Europe,Stockholm,303,1.57
13.49.6.192,2052,80,false,ARN,Europe,Stockholm,273,1.54
13.51.138.200,2095,80,false,ARN,Europe,Stockholm,272,1.37
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,390,1.34
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,394,1.30
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,389,1.22
13.246.85.121,2087,80,false,CPT,Africa,Cape Town,384,1.20
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,388,1.20
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,389,1.12
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,393,1.11
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,390,1.10
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,389,1.09
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,389,1.09
13.245.152.196,2087,80,false,CPT,Africa,Cape Town,384,1.09
13.245.152.196,2052,80,false,CPT,Africa,Cape Town,393,1.09
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,385,1.08
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,398,0.99
13.49.254.5,8443,443,true,ARN,Europe,Stockholm,433,0.95
13.51.138.200,2053,80,false,ARN,Europe,Stockholm,273,0.63
13.54.198.183,443,443,true,SYD,Oceania,Sydney,93,0.57
54.233.145.43,80,80,false,GIG,South America,Rio de Janeiro,507,0.49
13.49.18.114,443,443,true,ARN,Europe,Stockholm,275,0.48
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,273,0.44
13.51.138.200,2096,80,false,ARN,Europe,Stockholm,273,0.40
13.42.7.170,8080,443,true,LHR,Europe,London,273,0.39
13.48.45.124,2053,443,true,ARN,Europe,Stockholm,307,0.36
13.51.138.200,2086,80,false,ARN,Europe,Stockholm,278,0.20
13.53.47.110,2053,80,false,ARN,Europe,Stockholm,274,0.19
13.53.47.110,2087,80,false,ARN,Europe,Stockholm,279,0.16
52.89.138.13,443,443,true,SEA,North America,Seattle,196,0.12
15.157.7.168,443,443,true,YYZ,North America,Toronto,246,0.09
3.111.38.236,80,80,false,ORD,North America,Chicago,59,0.03
3.111.38.236,2095,80,false,ORD,North America,Chicago,64,0.03
35.90.32.99,8880,80,false,ORD,North America,Chicago,197,0.01
34.221.27.224,2082,80,false,ORD,North America,Chicago,198,0.01
35.90.32.99,2087,80,false,ORD,North America,Chicago,200,0.01
34.221.27.224,8080,80,false,ORD,North America,Chicago,199,0.01
18.134.236.231,80,80,false,ORD,North America,Chicago,260,0.01
18.134.3.11,2087,80,false,ORD,North America,Chicago,252,0.01
18.133.142.99,2087,80,false,ORD,North America,Chicago,254,0.01
18.133.142.99,8443,80,false,ORD,North America,Chicago,254,0.01
18.133.142.99,2053,80,false,ORD,North America,Chicago,249,0.01
18.134.3.11,2083,80,false,ORD,North America,Chicago,256,0.01
18.133.142.99,2096,80,false,ORD,North America,Chicago,253,0.01
18.133.142.99,2052,80,false,ORD,North America,Chicago,248,0.01
18.133.142.99,8080,80,false,ORD,North America,Chicago,249,0.01
35.178.192.159,80,80,false,ORD,North America,Chicago,252,0.01
35.178.192.159,2087,80,false,ORD,North America,Chicago,251,0.01
18.133.142.99,2095,80,false,ORD,North America,Chicago,255,0.01
13.250.122.213,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
13.250.22.76,443,443,true,SIN,Asia Pacific,Singapore,6,0.00
16.162.172.91,2086,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
16.162.177.179,2086,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
3.108.235.68,2096,80,false,ORD,North America,Chicago,55,0.00
65.0.6.99,2082,80,false,ORD,North America,Chicago,56,0.00
65.0.6.99,8880,80,false,ORD,North America,Chicago,56,0.00
3.108.58.131,2095,80,false,ORD,North America,Chicago,58,0.00
65.0.11.187,8880,80,false,ORD,North America,Chicago,61,0.00
65.0.11.187,2083,80,false,ORD,North America,Chicago,61,0.00
3.108.58.131,2083,80,false,ORD,North America,Chicago,61,0.00
3.108.235.68,8443,80,false,ORD,North America,Chicago,61,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
34.214.74.191,2095,80,false,ORD,North America,Chicago,198,0.00
34.214.74.191,2087,80,false,ORD,North America,Chicago,199,0.00
34.221.215.242,2083,80,false,ORD,North America,Chicago,200,0.00
35.92.96.120,443,80,false,ORD,North America,Chicago,202,0.00
54.185.82.224,443,443,true,SEA,North America,Seattle,202,0.00
35.92.96.120,2052,80,false,ORD,North America,Chicago,210,0.00
34.221.215.242,8443,80,false,ORD,North America,Chicago,216,0.00
52.14.38.58,8443,443,true,ORD,North America,Chicago,221,0.00
13.40.66.125,8080,80,false,LHR,Europe,London,249,0.00
18.168.201.241,443,80,false,ORD,North America,Chicago,249,0.00
18.134.14.0,2095,80,false,ORD,North America,Chicago,250,0.00
18.168.201.241,8880,80,false,ORD,North America,Chicago,250,0.00
18.170.45.38,8443,80,false,ORD,North America,Chicago,251,0.00
18.170.45.38,80,80,false,ORD,North America,Chicago,251,0.00
18.134.14.0,2083,80,false,ORD,North America,Chicago,253,0.00
18.196.35.45,2053,443,true,FRA,Europe,Frankfurt,257,0.00
15.161.186.110,2052,80,false,MXP,Europe,Milan,264,0.00
15.160.252.181,2083,80,false,MXP,Europe,Milan,264,0.00
15.161.186.110,2096,80,false,MXP,Europe,Milan,269,0.00
15.161.216.233,2086,80,false,MXP,Europe,Milan,270,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,388,0.00
